Date,Div Yld,Grwth Rate,Div Pay Ratio,Mkt Return,RF Rate,Premium
2/13/01,2.26%,10.76%,29.03%,10.70%,0.0184,8.86%
2/14/01,2.03%,12.47%,32.01%,10.57%,0.0299,7.58%
2/15/01,2.04%,11.47%,35.41%,9.78%,0.0211,7.67%
2/18/01,1.88%,12.58%,35.79%,10.02%,0.0246,7.55%
2/19/01,2.24%,13.64%,34.39%,11.22%,0.0262,8.60%
2/20/01,1.87%,10.91%,34.32%,8.88%,0.0188,7.00%
3/13/01,2.26%,10.82%,28.77%,10.73%,0.0191,8.82%
3/14/01,2.02%,12.39%,31.90%,10.62%,0.03,7.62%
3/17/01,2.11%,10.79%,36.04%,9.41%,0.0244,6.96%
3/18/01,1.86%,12.69%,36.03%,10.08%,0.0245,7.63%
3/19/01,2.28%,13.50%,34.63%,11.26%,0.0255,8.71%
3/20/01,1.89%,10.85%,34.81%,8.92%,0.0179,7.13%
4/13/01,2.23%,10.86%,28.82%,10.67%,0.019,8.77%
4/16/01,2.24%,11.67%,35.22%,10.04%,0.0224,7.80%
4/17/01,2.09%,10.77%,36.18%,9.40%,0.0244,6.96%
4/18/01,1.84%,12.68%,35.56%,10.08%,0.0245,7.63%
4/19/01,2.20%,13.61%,34.58%,11.12%,0.0267,8.45%
5/15/01,2.05%,11.40%,35.30%,9.86%,0.0203,7.83%
5/16/01,2.21%,11.69%,35.02%,10.04%,0.0224,7.81%
5/17/01,2.08%,10.79%,36.12%,9.40%,0.0234,7.06%
5/18/01,1.83%,12.64%,35.35%,10.03%,0.0248,7.56%
6/14/01,2.03%,12.26%,32.06%,10.54%,0.0296,7.58%
6/15/01,2.07%,11.35%,35.42%,9.88%,0.0194,7.94%
6/16/01,2.24%,11.68%,35.09%,10.09%,0.0217,7.91%
6/17/01,2.07%,10.83%,36.08%,9.40%,0.0242,6.98%
6/20/01,1.87%,10.73%,34.88%,8.78%,0.0181,6.97%
7/13/01,2.25%,11.05%,29.01%,10.71%,0.019,8.81%
7/14/01,2.01%,12.16%,32.01%,10.46%,0.0294,7.52%
7/15/01,2.04%,11.36%,35.55%,9.82%,0.0197,7.85%
7/16/01,2.29%,11.64%,35.09%,10.17%,0.0215,8.03%
7/19/01,2.18%,13.59%,34.41%,11.05%,0.027,8.36%
7/20/01,1.86%,10.78%,34.90%,8.75%,0.0182,6.94%
8/13/01,2.26%,11.04%,29.07%,10.72%,0.0187,8.85%
8/14/01,2.00%,12.14%,31.80%,10.42%,0.0299,7.43%
8/15/01,2.01%,11.36%,35.57%,9.73%,0.0202,7.71%
8/16/01,2.31%,11.60%,35.10%,10.21%,0.0212,8.10%
8/18/01,1.83%,12.50%,35.15%,9.91%,0.0248,7.43%
8/19/01,2.15%,13.58%,34.45%,10.98%,0.0273,8.25%
8/20/01,1.85%,10.83%,34.87%,8.75%,0.0187,6.88%
9/13/01,2.25%,11.02%,29.12%,10.69%,0.0186,8.84%
9/14/01,2.00%,12.16%,31.78%,10.43%,0.0297,7.46%
9/15/01,2.03%,11.34%,35.57%,9.75%,0.0195,7.81%
9/17/01,2.08%,10.82%,36.08%,9.41%,0.0237,7.04%
9/18/01,1.82%,12.63%,35.11%,9.96%,0.0255,7.41%
9/19/01,2.14%,13.50%,34.45%,10.92%,0.0271,8.21%
9/20/01,1.83%,10.94%,34.83%,8.76%,0.0186,6.90%
10/13/01,2.24%,11.01%,29.08%,10.65%,0.019,8.76%
10/14/01,2.00%,12.13%,31.83%,10.40%,0.0286,7.54%
10/17/01,2.08%,10.74%,36.05%,9.37%,0.0238,7.00%
10/18/01,1.82%,12.63%,35.04%,9.98%,0.0256,7.42%
10/19/01,2.13%,13.51%,34.53%,10.90%,0.0274,8.16%
10/20/01,1.84%,10.95%,34.81%,8.77%,0.0182,6.96%
11/13/01,2.24%,10.98%,29.08%,10.64%,0.0187,8.77%
11/16/01,2.31%,11.58%,35.10%,10.20%,0.0218,8.02%
11/17/01,2.07%,10.80%,36.03%,9.36%,0.0237,6.99%
11/18/01,1.81%,12.77%,35.03%,10.01%,0.0254,7.47%
11/19/01,2.13%,13.57%,34.43%,10.92%,0.027,8.22%
12/15/01,2.04%,11.56%,35.80%,9.88%,0.0191,7.97%
12/16/01,2.29%,11.62%,35.03%,10.15%,0.021,8.04%
12/17/01,2.08%,10.83%,36.01%,9.38%,0.0236,7.01%
12/18/01,1.80%,12.75%,35.04%,9.96%,0.0255,7.41%
1/13/02,2.19%,10.84%,29.64%,10.38%,0.0202,8.37%
1/16/02,2.28%,11.06%,35.08%,9.85%,0.0195,7.90%
1/17/02,2.08%,11.08%,36.25%,9.46%,0.0247,6.99%
1/18/02,1.80%,12.99%,34.51%,10.02%,0.0279,7.23%
1/19/02,2.08%,12.60%,34.51%,10.25%,0.0268,7.56%
2/15/02,2.05%,11.48%,36.02%,9.74%,0.0166,8.07%
2/16/02,2.32%,11.21%,35.10%,10.00%,0.0185,8.16%
2/17/02,2.08%,11.00%,36.27%,9.43%,0.0247,6.96%
2/18/02,1.83%,13.01%,34.58%,10.11%,0.0284,7.27%
3/14/02,2.13%,12.03%,32.78%,10.51%,0.0258,7.93%
3/15/02,2.04%,11.33%,36.16%,9.64%,0.0179,7.85%
3/16/02,2.32%,11.19%,35.11%,9.99%,0.0189,8.11%
3/17/02,2.06%,10.72%,36.19%,9.29%,0.0247,6.83%
3/20/02,1.86%,11.61%,34.17%,9.03%,0.0153,7.50%
4/13/02,2.22%,10.79%,29.54%,10.43%,0.0196,8.47%
4/14/02,2.12%,12.17%,32.82%,10.55%,0.0263,7.92%
4/15/02,2.05%,11.31%,36.28%,9.63%,0.0175,7.88%
4/16/02,2.30%,11.14%,35.16%,9.97%,0.0184,8.13%
4/19/02,2.06%,12.52%,33.94%,10.15%,0.0272,7.43%
4/20/02,1.83%,11.58%,34.27%,8.96%,0.016,7.36%
5/13/02,2.20%,10.79%,29.55%,10.38%,0.02,8.38%
5/14/02,2.13%,12.02%,32.83%,10.50%,0.0267,7.83%
5/15/02,2.03%,11.32%,36.30%,9.58%,0.0182,7.76%
5/16/02,2.35%,11.02%,35.42%,10.02%,0.0184,8.19%
5/18/02,1.91%,13.01%,34.50%,10.27%,0.0271,7.57%
5/19/02,2.06%,12.52%,33.92%,10.12%,0.027,7.42%
5/20/02,1.81%,11.51%,34.32%,8.88%,0.0165,7.23%
6/13/02,2.20%,10.74%,29.58%,10.35%,0.0196,8.39%
6/14/02,2.10%,11.99%,32.86%,10.41%,0.027,7.71%
6/15/02,2.04%,11.31%,36.31%,9.59%,0.0196,7.63%
6/17/02,2.07%,10.98%,36.36%,9.37%,0.0241,6.97%
6/18/02,1.88%,12.88%,34.50%,10.20%,0.028,7.40%
6/19/02,2.06%,12.40%,33.93%,10.09%,0.027,7.39%
6/20/02,1.81%,11.54%,34.33%,8.86%,0.0164,7.21%
7/13/02,2.20%,10.76%,29.56%,10.36%,0.0196,8.40%
7/14/02,2.08%,11.90%,32.98%,10.29%,0.0268,7.61%
7/17/02,2.07%,10.82%,36.37%,9.33%,0.0239,6.93%
7/18/02,1.90%,12.80%,34.50%,10.19%,0.0284,7.36%
7/19/02,2.08%,12.33%,33.95%,10.10%,0.0266,7.44%
7/20/02,1.82%,11.56%,34.33%,8.88%,0.0158,7.29%
8/13/02,2.19%,10.75%,29.60%,10.34%,0.0195,8.39%
8/16/02,2.38%,10.98%,35.55%,10.07%,0.0175,8.32%
8/17/02,2.07%,10.84%,36.42%,9.31%,0.0234,6.98%
8/18/02,1.98%,12.75%,34.50%,10.34%,0.0282,7.52%
8/19/02,2.08%,12.23%,33.98%,10.06%,0.0263,7.43%
9/15/02,2.04%,11.45%,36.20%,9.66%,0.0198,7.69%
9/16/02,2.38%,10.95%,35.56%,10.06%,0.0173,8.33%
9/17/02,2.06%,10.89%,36.43%,9.30%,0.024,6.91%
9/18/02,1.95%,12.74%,34.49%,10.29%,0.0285,7.44%
10/14/02,2.07%,11.86%,32.99%,10.26%,0.0267,7.60%
10/15/02,2.02%,11.31%,36.21%,9.62%,0.02,7.63%
10/16/02,2.39%,10.98%,35.58%,10.05%,0.0167,8.38%
10/17/02,2.06%,10.91%,36.48%,9.28%,0.0241,6.88%
10/20/02,1.80%,11.43%,34.28%,8.82%,0.0157,7.25%
11/13/02,2.19%,10.77%,29.57%,10.33%,0.0196,8.37%
11/14/02,2.05%,11.87%,33.00%,10.21%,0.0273,7.48%
11/15/02,2.03%,11.30%,36.25%,9.60%,0.0202,7.58%
11/16/02,2.42%,10.98%,35.62%,10.09%,0.0166,8.43%
11/19/02,2.08%,12.11%,34.11%,10.00%,0.0265,7.34%
11/20/02,1.80%,11.42%,34.29%,8.80%,0.016,7.20%
12/13/02,2.19%,10.73%,29.56%,10.32%,0.0198,8.34%
12/14/02,2.05%,11.87%,33.00%,10.20%,0.0276,7.44%
12/15/02,2.01%,11.30%,36.28%,9.55%,0.0198,7.57%
12/16/02,2.38%,11.05%,35.65%,10.04%,0.0175,8.29%
12/18/02,1.91%,12.68%,34.25%,10.19%,0.0286,7.33%
12/19/02,2.05%,12.01%,34.31%,9.90%,0.0269,7.21%
12/20/02,1.79%,11.46%,34.29%,8.79%,0.0163,7.16%
1/13/03,2.22%,10.71%,30.29%,10.28%,0.0184,8.43%
1/16/03,2.25%,11.21%,35.74%,9.77%,0.0183,7.95%
1/17/03,2.00%,10.87%,36.51%,9.11%,0.0245,6.65%
1/18/03,1.93%,12.99%,34.42%,10.23%,0.0281,7.42%
1/19/03,2.01%,11.80%,33.95%,9.65%,0.0275,6.89%
2/15/03,1.99%,11.36%,36.61%,9.40%,0.0208,7.32%
2/16/03,2.24%,11.19%,35.74%,9.74%,0.0184,7.90%
2/17/03,2.01%,10.86%,36.52%,9.12%,0.0248,6.64%
2/18/03,1.92%,13.02%,34.42%,10.22%,0.0286,7.36%
3/14/03,2.06%,11.88%,33.17%,10.09%,0.026,7.49%
3/15/03,2.00%,11.36%,36.60%,9.42%,0.0212,7.30%
3/16/03,2.23%,11.11%,35.75%,9.69%,0.0183,7.85%
3/17/03,2.01%,10.88%,36.52%,9.12%,0.0248,6.64%
4/13/03,2.21%,10.69%,30.29%,10.24%,0.0188,8.36%
4/14/03,2.03%,11.95%,33.17%,10.05%,0.027,7.36%
4/15/03,2.01%,11.37%,36.59%,9.44%,0.0212,7.33%
4/16/03,2.23%,11.08%,35.77%,9.66%,0.0187,7.78%
4/19/03,2.02%,11.83%,34.00%,9.66%,0.0272,6.94%
5/13/03,2.20%,10.67%,30.30%,10.19%,0.019,8.29%
5/14/03,2.03%,11.95%,33.18%,10.05%,0.0271,7.35%
5/15/03,2.01%,11.39%,36.57%,9.45%,0.0212,7.33%
5/18/03,1.90%,12.92%,34.41%,10.11%,0.0288,7.23%
5/19/03,2.02%,11.83%,34.00%,9.67%,0.0272,6.95%
6/12/03,2.15%,10.96%,26.76%,10.74%,0.0194,8.80%
6/13/03,2.19%,10.69%,30.30%,10.20%,0.0194,8.26%
6/14/03,2.03%,11.93%,33.20%,10.05%,0.0274,7.31%
6/15/03,2.04%,11.34%,36.58%,9.50%,0.0224,7.26%
6/17/03,2.02%,10.88%,36.56%,9.14%,0.025,6.64%
6/18/03,1.90%,12.92%,34.41%,10.08%,0.0289,7.19%
6/19/03,2.04%,11.82%,34.00%,9.70%,0.0269,7.01%
7/12/03,2.14%,11.03%,26.76%,10.77%,0.0198,8.79%
7/13/03,2.19%,10.74%,30.32%,10.20%,0.02,8.21%
7/14/03,2.03%,11.96%,33.21%,10.06%,0.0279,7.27%
7/16/03,2.22%,11.24%,35.78%,9.73%,0.0191,7.82%
7/17/03,2.02%,10.89%,36.57%,9.16%,0.0252,6.64%
7/18/03,1.90%,12.87%,34.43%,10.05%,0.0288,7.17%
7/19/03,2.05%,11.80%,34.00%,9.74%,0.0264,7.10%
8/12/03,2.12%,11.05%,26.78%,10.75%,0.0201,8.74%
8/13/03,2.18%,10.71%,30.33%,10.18%,0.0204,8.14%
8/16/03,2.25%,11.23%,35.80%,9.79%,0.0183,7.96%
8/17/03,2.03%,10.90%,36.57%,9.18%,0.0256,6.62%
8/18/03,1.89%,12.88%,34.47%,10.03%,0.0286,7.17%
8/19/03,2.06%,11.78%,34.00%,9.74%,0.0263,7.11%
9/12/03,2.11%,11.04%,26.79%,10.72%,0.0203,8.69%
9/15/03,2.03%,11.35%,36.65%,9.48%,0.0219,7.29%
9/16/03,2.24%,11.29%,35.79%,9.81%,0.0188,7.94%
9/17/03,2.03%,10.91%,36.54%,9.18%,0.0261,6.57%
9/18/03,1.86%,12.87%,34.51%,9.94%,0.0289,7.04%
10/14/03,2.03%,11.96%,33.21%,10.06%,0.0278,7.28%
10/15/03,2.07%,11.34%,36.66%,9.55%,0.0213,7.42%
10/16/03,2.24%,11.28%,35.80%,9.80%,0.0193,7.87%
10/17/03,2.02%,10.89%,36.53%,9.15%,0.0258,6.57%
11/13/03,2.18%,10.71%,30.34%,10.16%,0.0206,8.10%
11/14/03,2.04%,11.97%,33.23%,10.09%,0.0277,7.32%
11/15/03,2.07%,11.36%,36.67%,9.59%,0.0211,7.48%
11/16/03,2.21%,11.28%,35.81%,9.73%,0.0198,7.75%
11/19/03,2.03%,11.83%,33.95%,9.69%,0.0264,7.05%
12/12/03,2.11%,11.05%,26.81%,10.72%,0.0203,8.68%
12/13/03,2.18%,10.72%,30.35%,10.17%,0.0202,8.16%
12/14/03,2.04%,11.98%,33.24%,10.09%,0.0273,7.36%
12/15/03,2.05%,11.37%,36.68%,9.53%,0.0212,7.41%
12/18/03,1.86%,12.86%,34.51%,9.90%,0.0287,7.03%
12/19/03,2.02%,11.83%,33.91%,9.67%,0.026,7.07%
1/13/04,2.19%,10.76%,30.42%,10.14%,0.0183,8.31%
1/14/04,2.05%,11.83%,33.31%,10.05%,0.0275,7.29%
1/15/04,2.05%,11.16%,36.80%,9.45%,0.0186,7.59%
1/16/04,2.15%,11.36%,35.84%,9.60%,0.0177,7.83%
1/19/04,1.99%,11.89%,34.38%,9.59%,0.025,7.09%
2/12/04,2.13%,11.22%,26.56%,10.61%,0.0218,8.43%
2/13/04,2.18%,10.75%,30.41%,10.11%,0.0186,8.25%
2/14/04,2.04%,11.85%,33.30%,10.04%,0.028,7.24%
2/15/04,2.04%,11.16%,36.81%,9.43%,0.0191,7.52%
2/18/04,2.01%,12.66%,34.57%,10.18%,0.0273,7.45%
2/19/04,1.98%,11.99%,34.40%,9.62%,0.0247,7.15%
3/12/04,2.14%,11.22%,26.58%,10.64%,0.023,8.34%
3/13/04,2.21%,10.68%,30.40%,10.12%,0.0181,8.31%
3/14/04,2.04%,11.82%,33.29%,10.05%,0.028,7.25%
3/17/04,2.03%,11.21%,36.45%,9.36%,0.0232,7.04%
3/18/04,1.98%,12.70%,34.58%,10.14%,0.0278,7.37%
3/19/04,1.98%,12.00%,34.43%,9.62%,0.0252,7.10%
4/12/04,2.16%,11.20%,26.59%,10.68%,0.0222,8.46%
4/13/04,2.20%,10.66%,30.42%,10.10%,0.0176,8.34%
4/14/04,2.07%,11.82%,33.28%,10.11%,0.0272,7.39%
4/16/04,2.16%,11.33%,35.84%,9.60%,0.0176,7.84%
4/17/04,2.03%,11.28%,36.50%,9.38%,0.0236,7.02%
4/18/04,1.96%,12.67%,34.59%,10.08%,0.028,7.27%
4/19/04,1.97%,11.98%,34.43%,9.60%,0.0252,7.09%
5/12/04,2.16%,11.24%,26.59%,10.70%,0.0218,8.52%
5/13/04,2.21%,10.66%,30.44%,10.12%,0.0171,8.41%
5/16/04,2.19%,11.32%,35.85%,9.65%,0.0172,7.93%
5/17/04,2.03%,11.29%,36.49%,9.40%,0.0234,7.06%
5/18/04,1.95%,12.64%,34.61%,10.01%,0.0283,7.18%
5/19/04,1.96%,11.85%,34.42%,9.53%,0.025,7.04%
6/15/04,2.03%,11.13%,36.83%,9.39%,0.019,7.50%
6/16/04,2.17%,11.32%,35.88%,9.59%,0.0176,7.84%
6/17/04,2.03%,11.29%,36.49%,9.39%,0.0234,7.05%
6/18/04,1.99%,12.66%,34.64%,10.12%,0.0277,7.35%
7/14/04,2.10%,11.80%,33.26%,10.16%,0.027,7.46%
7/15/04,2.03%,11.10%,36.90%,9.39%,0.0189,7.51%
7/16/04,2.19%,11.31%,35.89%,9.64%,0.0169,7.95%
7/17/04,2.03%,11.33%,36.49%,9.41%,0.0238,7.03%
8/13/04,2.19%,10.68%,30.42%,10.11%,0.0175,8.37%
8/14/04,2.09%,11.84%,33.29%,10.16%,0.0268,7.48%
8/15/04,2.03%,11.12%,36.90%,9.38%,0.0191,7.48%
8/16/04,2.19%,11.31%,35.90%,9.64%,0.0172,7.92%
8/19/04,1.97%,11.84%,34.46%,9.51%,0.0252,6.98%
9/12/04,2.19%,11.35%,26.60%,10.79%,0.0205,8.74%
9/13/04,2.19%,10.72%,30.41%,10.11%,0.0175,8.36%
9/14/04,2.06%,11.91%,33.29%,10.12%,0.0269,7.43%
9/15/04,2.02%,11.11%,36.81%,9.36%,0.0196,7.40%
9/18/04,1.99%,12.89%,34.64%,10.19%,0.0278,7.42%
9/19/04,1.98%,11.85%,34.54%,9.53%,0.025,7.03%
10/12/04,2.23%,11.37%,26.59%,10.88%,0.0198,8.90%
10/13/04,2.16%,10.79%,30.42%,10.08%,0.018,8.28%
10/14/04,2.11%,11.87%,33.31%,10.22%,0.0265,7.57%
10/15/04,2.01%,10.92%,36.80%,9.35%,0.0195,7.41%
10/17/04,2.03%,11.32%,36.49%,9.41%,0.0237,7.05%
10/18/04,1.96%,12.98%,34.64%,10.17%,0.028,7.37%
10/19/04,1.97%,11.85%,34.56%,9.52%,0.0247,7.05%
11/12/04,2.21%,11.41%,26.60%,10.90%,0.0204,8.86%
11/13/04,2.15%,10.82%,30.43%,10.07%,0.0179,8.28%
11/14/04,2.13%,11.88%,33.19%,10.27%,0.0263,7.65%
11/16/04,2.19%,11.15%,35.93%,9.58%,0.0173,7.86%
11/17/04,2.04%,11.31%,36.48%,9.41%,0.023,7.11%
11/18/04,1.97%,13.01%,34.64%,10.21%,0.0278,7.43%
11/19/04,1.97%,11.81%,34.56%,9.50%,0.025,7.00%
12/12/04,2.18%,11.41%,26.58%,10.85%,0.0205,8.80%
12/13/04,2.16%,10.93%,30.43%,10.11%,0.0172,8.39%
12/16/04,2.17%,11.16%,35.99%,9.54%,0.0178,7.77%
12/17/04,2.04%,11.29%,36.46%,9.41%,0.0224,7.18%
12/18/04,1.95%,12.99%,34.61%,10.18%,0.0284,7.34%
12/19/04,1.96%,11.79%,34.59%,9.47%,0.0257,6.90%
1/12/05,2.20%,11.09%,26.87%,10.62%,0.0194,8.67%
1/13/05,2.20%,10.93%,30.69%,10.14%,0.0163,8.51%
1/14/05,2.07%,11.48%,33.30%,9.35%,0.0261,6.74%
1/15/05,2.04%,11.09%,35.90%,9.31%,0.0211,7.20%
1/17/05,2.01%,11.51%,36.17%,9.40%,0.0232,7.09%
1/18/05,1.99%,13.30%,34.31%,10.30%,0.0296,7.33%
1/19/05,1.96%,11.76%,34.32%,9.37%,0.025,6.87%
2/12/05,2.20%,11.11%,26.91%,10.61%,0.0193,8.68%
2/13/05,2.18%,10.96%,30.69%,10.11%,0.0163,8.48%
2/14/05,2.07%,11.47%,33.27%,9.69%,0.0258,7.11%
2/16/05,2.17%,11.25%,36.17%,9.49%,0.0187,7.62%
2/17/05,2.02%,11.48%,36.15%,9.39%,0.0228,7.11%
2/18/05,2.00%,13.28%,34.28%,10.32%,0.0297,7.36%
2/19/05,1.97%,11.76%,34.32%,9.38%,0.0254,6.84%
3/12/05,2.22%,11.10%,26.93%,10.64%,0.0193,8.70%
3/13/05,2.16%,10.99%,30.71%,10.07%,0.0174,8.33%
3/16/05,2.19%,11.23%,36.14%,9.52%,0.018,7.73%
3/17/05,2.02%,11.46%,36.13%,9.40%,0.0232,7.08%
3/18/05,2.01%,13.28%,34.31%,10.33%,0.0295,7.39%
3/19/05,1.95%,11.78%,34.30%,9.34%,0.0253,6.82%
4/12/05,2.26%,10.97%,26.95%,10.71%,0.0188,8.83%
4/15/05,2.03%,11.16%,35.82%,9.33%,0.0214,7.18%
4/16/05,2.20%,11.20%,36.13%,9.53%,0.0178,7.75%
4/17/05,2.02%,11.50%,36.12%,9.40%,0.0235,7.04%
4/18/05,1.98%,13.31%,34.27%,10.28%,0.0295,7.33%
5/14/05,2.07%,11.53%,33.23%,9.85%,0.0261,7.24%
5/15/05,2.06%,11.17%,35.82%,9.39%,0.0219,7.20%
5/16/05,2.20%,11.19%,36.14%,9.52%,0.0175,7.77%
5/17/05,2.01%,11.50%,36.12%,9.38%,0.0235,7.03%
6/13/05,2.15%,10.87%,30.72%,10.00%,0.0176,8.25%
6/14/05,2.09%,11.45%,33.23%,9.89%,0.0259,7.30%
6/15/05,2.07%,11.06%,35.82%,9.36%,0.0224,7.12%
6/16/05,2.20%,11.18%,36.13%,9.49%,0.0178,7.71%
6/19/05,1.96%,11.76%,34.31%,9.35%,0.0247,6.88%
7/12/05,2.26%,10.92%,26.96%,10.72%,0.0187,8.85%
7/13/05,2.15%,10.87%,30.71%,9.97%,0.0178,8.19%
7/14/05,2.08%,11.44%,33.17%,9.87%,0.0259,7.28%
7/15/05,2.06%,11.08%,35.83%,9.34%,0.0218,7.16%
7/18/05,1.97%,13.35%,34.30%,10.28%,0.0295,7.33%
7/19/05,1.99%,11.75%,34.31%,9.42%,0.0246,6.97%
8/12/05,2.27%,10.92%,26.96%,10.73%,0.0184,8.89%
8/13/05,2.14%,10.96%,30.72%,9.99%,0.0177,8.23%
8/14/05,2.08%,11.44%,33.17%,9.88%,0.0262,7.26%
8/15/05,2.04%,11.10%,35.83%,9.28%,0.0215,7.13%
8/17/05,2.01%,11.58%,36.11%,9.43%,0.0239,7.04%
8/18/05,1.97%,13.31%,34.20%,10.27%,0.0298,7.30%
8/19/05,1.99%,11.75%,34.31%,9.43%,0.0248,6.95%
9/12/05,2.29%,10.92%,26.99%,10.77%,0.0182,8.95%
9/13/05,2.15%,10.96%,30.74%,10.01%,0.0181,8.20%
9/14/05,2.08%,11.41%,33.17%,9.86%,0.0262,7.24%
9/16/05,2.19%,11.27%,36.12%,9.48%,0.0175,7.73%
9/17/05,2.02%,11.83%,36.13%,9.54%,0.024,7.14%
9/18/05,1.96%,13.34%,34.16%,10.24%,0.03,7.24%
9/19/05,2.00%,11.74%,34.31%,9.44%,0.0244,7.00%
10/12/05,2.28%,10.90%,26.99%,10.76%,0.0187,8.89%
10/13/05,2.14%,10.94%,30.75%,9.97%,0.019,8.08%
10/16/05,2.17%,11.28%,36.12%,9.43%,0.0176,7.67%
10/17/05,2.02%,11.84%,36.14%,9.59%,0.0241,7.18%
10/18/05,1.94%,13.40%,34.18%,10.22%,0.0296,7.26%
10/19/05,1.99%,11.71%,34.29%,9.41%,0.0247,6.94%
11/12/05,2.29%,10.90%,27.01%,10.76%,0.0184,8.92%
11/15/05,2.05%,11.08%,35.83%,9.29%,0.0228,7.02%
11/16/05,2.19%,11.28%,36.12%,9.47%,0.0174,7.73%
11/17/05,2.02%,11.78%,36.14%,9.58%,0.0239,7.20%
11/18/05,1.93%,13.68%,34.18%,10.32%,0.0297,7.35%
12/14/05,2.06%,11.37%,33.25%,9.78%,0.0266,7.12%
12/15/05,2.05%,11.08%,35.78%,9.31%,0.0225,7.06%
12/16/05,2.19%,11.27%,36.13%,9.46%,0.0175,7.71%
12/17/05,2.02%,11.71%,36.15%,9.56%,0.0233,7.23%
1/12/06,2.44%,11.08%,27.16%,10.96%,0.0145,9.51%
1/15/06,2.05%,11.19%,35.89%,9.34%,0.0218,7.16%
1/16/06,2.16%,11.23%,36.05%,9.39%,0.0184,7.56%
1/17/06,1.99%,11.83%,36.18%,9.48%,0.0221,7.27%
1/18/06,1.93%,13.75%,34.09%,10.44%,0.029,7.54%
2/14/06,2.04%,11.39%,33.25%,9.67%,0.0253,7.15%
2/15/06,2.05%,11.19%,35.93%,9.35%,0.0226,7.09%
2/16/06,2.16%,11.24%,36.05%,9.38%,0.018,7.58%
2/17/06,1.98%,11.85%,36.20%,9.47%,0.0216,7.31%
3/13/06,2.15%,10.99%,30.88%,10.03%,0.0212,7.91%
3/14/06,2.05%,11.40%,33.25%,9.68%,0.026,7.08%
3/15/06,2.05%,11.21%,35.93%,9.35%,0.0236,6.98%
3/16/06,2.16%,11.22%,36.06%,9.39%,0.017,7.69%
3/19/06,2.10%,11.87%,34.34%,9.71%,0.0207,7.64%
4/12/06,2.44%,11.08%,27.16%,10.98%,0.0152,9.46%
4/13/06,2.16%,10.99%,30.91%,10.05%,0.0215,7.90%
4/14/06,2.05%,11.41%,33.26%,10.17%,0.026,7.57%
4/15/06,2.07%,11.21%,35.93%,9.38%,0.0231,7.08%
4/18/06,1.92%,13.76%,34.09%,10.41%,0.0294,7.47%
4/19/06,2.05%,11.88%,34.34%,9.61%,0.0213,7.48%
5/12/06,2.42%,11.10%,27.19%,10.98%,0.0157,9.40%
5/13/06,2.19%,10.99%,30.91%,10.12%,0.0209,8.03%
5/14/06,2.04%,11.42%,33.27%,10.36%,0.0258,7.78%
5/15/06,2.07%,11.22%,35.94%,9.40%,0.0241,6.99%
5/17/06,1.99%,11.87%,36.21%,9.47%,0.0218,7.29%
5/18/06,1.92%,13.78%,34.09%,10.41%,0.0293,7.48%
5/19/06,2.04%,11.90%,34.35%,9.57%,0.0214,7.43%
6/12/06,2.37%,11.08%,27.22%,10.90%,0.0166,9.24%
6/13/06,2.17%,10.99%,30.93%,10.08%,0.0208,8.01%
6/14/06,2.02%,11.42%,33.25%,9.89%,0.0259,7.30%
6/16/06,2.16%,11.24%,36.08%,9.38%,0.0174,7.65%
6/17/06,1.99%,11.87%,36.23%,9.49%,0.0215,7.35%
6/18/06,1.91%,13.77%,34.10%,10.37%,0.0297,7.40%
6/19/06,2.03%,11.90%,34.37%,9.53%,0.0212,7.42%
7/12/06,2.37%,11.07%,27.25%,10.87%,0.0164,9.23%
7/13/06,2.14%,10.99%,30.71%,10.03%,0.0217,7.85%
7/16/06,2.15%,11.22%,36.09%,9.37%,0.0172,7.65%
7/17/06,1.99%,11.90%,36.23%,9.50%,0.0217,7.32%
7/18/06,1.91%,13.80%,34.09%,10.38%,0.0292,7.46%
7/19/06,2.01%,11.96%,34.36%,9.49%,0.0208,7.41%
8/12/06,2.35%,11.09%,27.26%,10.83%,0.0164,9.19%
8/15/06,2.08%,11.22%,35.97%,9.44%,0.0238,7.06%
8/16/06,2.15%,11.22%,36.09%,9.35%,0.017,7.65%
8/17/06,1.99%,11.90%,36.22%,9.50%,0.0219,7.31%
8/18/06,1.90%,13.84%,34.05%,10.38%,0.0295,7.43%
9/14/06,2.02%,11.42%,33.24%,9.66%,0.026,7.05%
9/15/06,2.08%,11.23%,35.96%,9.45%,0.0244,7.01%
9/16/06,2.15%,11.15%,36.09%,9.32%,0.0169,7.64%
9/17/06,1.99%,11.93%,36.23%,9.53%,0.022,7.33%
10/13/06,2.14%,11.01%,30.76%,10.02%,0.0221,7.81%
10/14/06,2.02%,11.42%,33.25%,9.63%,0.0264,6.98%
10/15/06,2.06%,11.24%,35.99%,9.40%,0.0248,6.92%
10/16/06,2.17%,11.15%,36.12%,9.36%,0.0164,7.72%
10/19/06,2.00%,12.03%,34.35%,9.51%,0.0215,7.36%
11/12/06,2.38%,11.06%,27.28%,10.85%,0.0159,9.26%
11/13/06,2.16%,10.95%,30.76%,10.04%,0.0219,7.85%
11/14/06,2.03%,11.44%,33.25%,9.65%,0.0264,7.01%
11/15/06,2.06%,11.23%,35.99%,9.39%,0.0238,7.01%
11/18/06,1.90%,13.86%,34.03%,10.38%,0.0295,7.43%
11/19/06,2.00%,12.04%,34.34%,9.51%,0.0214,7.37%
